id,name,created_at,updated_at,street1,zip,city,state,metro_id,longitude,latitude,street2,zone_id,store_id,county,deleted_at,opening_hour,closing_hour,store_number,store_group,active,allows_pickup,is_envoy_only,service_area_id,sells_alcohol,tax_exempt
9486,New York Butcher Shoppe - Daniel Island,2018-10-30 14:50:35.64713,2018-12-06 04:57:52.060522,864 Island Park Dr,29492,Daniel Island,SC,35,-79.9048162,32.863725,NULL,906,80,Berkeley County,NULL,10,19,492,NULL,True,False,False,NULL,False,NULL
7322,Target - La Verne,2018-08-26 15:13:46.957706,2018-12-07 23:19:25.861688,2462 Foothill Blvd,91750,La Verne,CA,277,-117.7598259,34.1096594,NULL,2526,27,Los Angeles County,NULL,8,23,226,NULL,True,False,False,NULL,True,NULL
11695,Fry's Food - Camelback Rd,2019-01-17 17:20:02.889161,2019-02-07 09:54:59.92498,13730 W Camelback Rd,85340,Litchfield Park,AZ,12,-112.3559473,33.5100191,NULL,2887,4,Maricopa County,NULL,5,23,667,NULL,True,False,False,NULL,False,NULL
7217,Ralphs - Poinsettia Village,2018-08-22 20:34:25.856754,2018-10-30 02:27:59.882152,7140 Avenida Encinas,92011,Carlsbad,CA,274,-117.310515,33.1011675,NULL,2749,62,San Diego County,NULL,6,24,175,NULL,True,False,False,NULL,False,NULL
9567,H-E-B - Alice,2018-11-12 18:02:55.364401,2018-12-12 04:51:19.373018,1115 E Main St,78332,Alice,TX,50,-98.0637388,27.7520495,NULL,2813,8,Jim Wells County,NULL,6,24,223,NULL,True,False,False,NULL,False,NULL
1878,Harris Teeter - Rea Village Shopping Center,2016-10-11 20:59:35.077375,2018-11-06 22:32:43.177426,11135 Golf Links Drive,28277,Charlotte,NC,13,-80.772542,35.0539441,NULL,1397,6,Mecklenburg County,NULL,6,23,440,NULL,True,False,False,NULL,False,NULL
15954,Brothers Marketplace - Weston,2019-06-14 15:15:28.579747,2019-06-14 15:24:20.022466,41 Center St,02493,MA,Weston,125,-71.3006466,42.3665982,NULL,1726,49,NULL,2019-06-14 15:24:20.022427,NULL,NULL,402,NULL,False,NULL,False,NULL,False,NULL
6932,Target - Brooklyn Fulton,2018-08-14 09:27:06.427382,2019-06-18 20:34:37.317127,445 Albee Square West,11201,Brooklyn,NY,212,-73.9833099,40.6910198,NULL,2907,27,Kings County,NULL,8,24,2850,NULL,True,False,False,NULL,False,NULL
9858,Longs - Kehalani Village Dr.,2019-01-11 13:27:58.546765,2019-01-25 20:44:55.405945,135 KEHALANI VILLAGE DR.,96793,WAILUKU,HI,292,-156.500718,20.8718901,NULL,2816,86,Maui County,NULL,6,24,10060,NULL,False,False,False,NULL,False,NULL
3085,Target - Edmond,2017-12-19 03:43:54.422504,2018-12-27 17:32:37.355208,1200 E 2nd St,73034,Edmond,OK,76,-97.4640295,35.6498298,NULL,989,27,Oklahoma County,NULL,8,23,1398,NULL,True,False,False,NULL,False,NULL
9530,Gristede's,2018-11-07 18:27:42.261925,2018-12-12 22:44:40.661278,907th 8th Ave St,10019,New York,NY,212,-73.9846646,40.7648189,NULL,NULL,81,New York County,2018-12-12 22:44:15.622154,NULL,NULL,NULL,NULL,False,False,False,NULL,False,NULL
9775,King Soopers - Promenade Parkway,2018-12-14 21:26:49.686939,2019-01-17 13:35:44.850891,5544 Promenade Parkway,80108,Castle Rock,CO,150,-104.879577,39.415036,NULL,1750,32,Douglas County,NULL,5,24,125,NULL,True,False,False,NULL,False,NULL
3122,Target - Pflugerville,2017-12-19 13:52:14.743348,2019-03-03 01:11:05.174971,18700 Limestone Commercial Dr,78660,Pflugerville,TX,47,-97.5987853,30.4673232,NULL,2912,27,Travis County,NULL,8,23,2495,NULL,True,False,False,NULL,False,NULL
9535,Gristedes - Chelsea 20th St,2018-11-07 19:16:40.913415,2018-12-13 04:25:06.063936,225 8th Ave 20th St,10011,New York,NY,212,-73.999542,40.744453,NULL,2235,81,New York County,NULL,6,24,597,NULL,True,False,False,NULL,False,NULL
15755,Target - Burlington,2019-03-19 20:54:39.196296,2019-03-19 21:18:29.692604,34 Cambridge St,01803,Boston,MA,125,-71.1863469,42.4833838,NULL,1735,27,Middlesex County,NULL,8,22,3305,NULL,False,False,False,NULL,False,NULL
11999,CVS - 3503 Route 46,2019-01-18 19:58:05.398071,2019-02-07 04:01:21.808051,3503 Route 46,07054,Parsippany,NJ,203,-74.4368539,40.8743351,NULL,2234,60,Morris County,NULL,8,22,10381,NULL,True,False,False,NULL,False,NULL
9852,Joe V's - FM 1960,2019-01-04 22:44:45.034584,2019-01-29 04:06:05.1683,2929 FM 1960 Road,77073,Houston,TX,46,-95.3827834,30.0224911,NULL,1850,75,Harris County,NULL,7,22,731,NULL,True,False,False,NULL,False,NULL
9476,New York Butcher Shoppe - Sandy Springs,2018-10-29 22:10:29.757193,2019-01-02 18:35:56.329363,4969 Roswell Rd,30342,Sandy Springs,GA,11,-84.3807352,33.8900622,NULL,140,80,Fulton County,NULL,10,19,342,NULL,True,False,False,NULL,False,NULL
9508,Lucky's - Neptune,2018-11-05 17:20:27.524135,2018-11-15 05:24:31.41178,580 Atlantic Blvd,32266,Neptune Beach,FL,15,-81.4026149,30.3230331,NULL,252,82,Duval County,NULL,7,22,28,NULL,True,False,False,NULL,False,NULL
9507,Lucky's - Highway 50,2018-11-05 17:20:27.524135,2018-11-16 15:35:02.438365,1720 E Highway 50,34711,Clermont,FL,9,-81.7243371,28.5468935,NULL,1398,82,Lake County,NULL,7,22,42,NULL,True,False,False,NULL,False,NULL
8363,Meijer - Monroe,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,1700 N. Telegraph Road,48162,Monroe,MI,49,-83.400644700000000852924131322652101517,41.945155599999999651572579750791192055,NULL,1067,73,Monroe County,NULL,0,24,67,NULL,False,True,False,NULL,False,NULL
8364,Meijer - Ypsilanti,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,3825 Carpenter Road,48197,Ypsilanti,MI,49,-83.676482999999990397554938681423664093,42.233585499999996670794644160196185112,NULL,1062,73,Washtenaw County,NULL,0,24,27,NULL,False,True,False,NULL,False,NULL
8642,Harris Teeter - Corners Parkway,2018-09-27 20:28:32.646142,2018-09-28 14:34:03.831682,4221 Corners Parkway,27617,Raleigh,NC,31,-78.788033,35.9192311,NULL,416,6,Wake County,2018-09-28 14:34:03.831656,NULL,NULL,304,NULL,False,NULL,False,NULL,False,NULL
8365,Meijer - Washington Township,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,8401 26 Mile Rd,48094,Washington Twp,MI,49,-83.032218799999995439975464250892400742,42.715769600000001560147211421281099319,NULL,710,73,Macomb County,NULL,0,24,177,NULL,False,True,False,NULL,False,NULL
9553,Hy-Vee - Plymouth,2018-11-07 19:55:06.81472,2018-11-15 02:59:26.945194,16705 County Road 24,55447,Plymouth,MN,116,-93.4924472,45.0194902,NULL,1693,52,Hennepin County,NULL,0,24,1531,NULL,True,False,False,NULL,False,NULL
9277,CVS - W Houston St,2018-10-25 21:44:17.702744,2018-11-06 04:54:54.797636,343 W Houston St Ste 106,78205,San Antonio,TX,40,-98.4975384,29.4267543,NULL,628,60,Bexar County,NULL,8,18,7725,NULL,True,False,False,NULL,False,NULL
9312,CVS - N New Braunfels Ave,2018-10-25 21:44:34.172891,2018-11-06 04:51:24.404846,6470 N New Braunfels Ave,78209,San Antonio,TX,40,-98.4586989,29.4896624,NULL,629,60,Bexar County,NULL,8,22,7309,NULL,True,False,False,NULL,False,NULL
8964,Target - Penn State,2018-10-09 15:03:24.228242,2018-10-23 01:34:24.585382,201 W Beaver Ave,16801,State College,PA,283,-77.8619075,40.7924987,NULL,2581,27,Centre County,2018-10-23 01:34:24.585351,NULL,NULL,3234,NULL,False,NULL,False,NULL,False,NULL
9294,CVS - Broadway St,2018-10-25 21:44:25.612976,2018-11-06 04:51:35.076478,4600 Broadway St,78209,Alamo Heights,TX,40,-98.4633703,29.4684872,NULL,629,60,Bexar County,NULL,8,22,10579,NULL,True,False,False,NULL,False,NULL
9343,CVS - 11725 N FM 620,2018-10-25 22:40:33.18782,2018-11-07 01:54:59.455762,11725 North Fm 620,78750,Austin,TX,47,-97.8227968,30.4572354,NULL,931,60,Williamson County,NULL,8,22,8322,NULL,True,False,False,NULL,False,NULL
9596,Redner's - Exeter Warehouse Market,2018-11-14 19:03:30.723418,2019-02-13 18:59:17.568297,5462 Perkimon Ave,19606,Reading,PA,250,-75.8458443,40.2948462,NULL,2865,84,Berks County,NULL,0,24,93,NULL,True,False,False,NULL,False,NULL
9532,Gristedes - South End Ave,2018-11-07 19:16:38.977416,2018-12-13 04:32:41.276089,315 South End Ave,10280,New York,NY,212,-74.0164422,40.7106778,NULL,2235,81,New York County,NULL,6,24,40,NULL,True,False,False,NULL,False,NULL
5298,Target - Morgan Park [Permanently Closed],2018-05-14 20:25:55.233305,2019-02-18 16:38:17.546304,11840 S Marshfield Ave,60643,Chicago,IL,79,-87.6652055,41.6785529,NULL,2014,27,Cook County,NULL,8,22,2344,NULL,False,False,False,NULL,False,NULL
13645,CVS - 8332 W Thunderbird Rd,2019-01-29 16:18:05.170729,2019-02-28 07:19:41.924286,8332 W Thunderbird Rd,85381,Peoria,AZ,12,-112.2383086,33.6105378,NULL,160,60,Maricopa County,NULL,0,24,69,NULL,True,False,False,NULL,False,NULL
9520,Lucky's Market - Columbia,2018-11-05 17:20:27.524135,2018-11-15 05:17:59.506485,111 South Providence Rd.,65203,Columbia,MO,220,-92.335568,38.9502104,NULL,2272,82,Boone County,NULL,7,22,9,NULL,True,False,False,NULL,False,NULL
9570,Redner's - Joppatowne Warehouse Market,2018-11-14 18:25:03.239483,2019-01-10 04:10:44.911369,1002 Joppa Farm Road,21085,Joppa,MD,123,-76.3697717,39.4207862,NULL,1595,84,Harford County,NULL,0,24,40,NULL,True,False,False,NULL,False,NULL
9528,Lucky's - Town Center,2018-11-05 17:20:27.524135,2018-11-16 15:35:30.71388,4169 W Town Center Blvd,32837,Orlando,FL,9,-81.4288581,28.3623941,NULL,102,82,Orange County,NULL,7,23,43,NULL,True,False,False,NULL,False,NULL
9044,Shaw's - Stow,2018-10-17 16:57:34.904018,2018-12-06 03:57:43.489945,155 Great Rd.,01775,Stow,MA,126,-71.486983,42.4347887,NULL,2802,79,Middlesex County,NULL,7,22,2584,NULL,True,False,False,NULL,False,NULL
2089,Harris Teeter - Guilford College,2017-03-02 21:19:35.271371,2018-12-10 17:34:37.163884,701 Francis King Street,27410,Greensboro,NC,58,-79.891052599999994754398358054459095001,36.088537299999998708699422422796487808,NULL,900,6,Guilford County,NULL,0,24,33,NULL,True,False,False,NULL,False,NULL
16916,Piggly Wiggly - Dauphin Island Parkway,2019-06-03 21:18:57.225053,2019-06-05 21:09:52.900381,2655 Dauphin Island Parkway,35521,Mobile,AL,88,-88.0747316,30.6197388,NULL,1093,105,Mobile County,NULL,7,21,465,NULL,False,False,False,NULL,False,NULL
16919,Piggly Wiggly - Foley,2019-06-03 21:31:34.754944,2019-06-05 21:19:24.147513,1200 McKenzie St,36535,Foley,AL,91,-87.6850783,30.3928385,NULL,2881,105,Baldwin County,NULL,7,21,474,NULL,False,False,False,NULL,False,NULL
3202,Target - North Miami,2017-12-19 14:57:45.944255,2018-12-18 03:46:46.736071,14075 Biscayne Blvd,33181,North Miami Beach,FL,8,-80.1563533,25.9063087,NULL,2839,27,Miami-Dade County,NULL,8,24,1038,NULL,True,False,False,NULL,True,NULL
7220,Ralphs - Campus Marketplace,2018-08-22 20:34:27.556516,2018-10-30 02:28:50.907904,306 S Twin Oaks Valley Rd,92078,San Marcos,CA,274,-117.1669341,33.1306563,NULL,2761,62,San Diego County,NULL,5,24,683,NULL,True,False,False,NULL,False,NULL
9352,CVS - 10550 W Parmer Ln,2018-10-25 22:40:37.743257,2018-11-07 02:06:17.538349,10550 W Parmer Ln,78717,Austin,TX,47,-97.774582,30.4977753,NULL,701,60,Williamson County,NULL,7,22,526,NULL,True,False,False,NULL,False,NULL
540,Fry's Food - Avondale Fiesta,2015-10-01 20:36:45.424869,2019-03-19 23:09:06.010847,11425 W Buckeye Rd,85323,Avondale,AZ,12,-112.305546000000006756636139471083879471,33.435439999999999827196006663143634796,NULL,2887,4,Maricopa County,NULL,5,24,89,NULL,True,False,False,NULL,False,NULL
541,Fry's Food - 83rd Ave,2015-10-01 20:37:31.064069,2019-03-19 23:09:06.010847,2626 S 83rd Ave,85043,Phoenix,AZ,12,-112.238640000000003738023224286735057831,33.42381999999999919737092568539083004,NULL,157,4,Maricopa County,NULL,6,24,79,NULL,True,False,False,NULL,False,NULL
9335,CVS - Bee Cave Pkwy,2018-10-25 22:40:29.477042,2018-11-07 01:56:35.727626,14057 Bee Cave Pkwy,78738,Bee Cave,TX,47,-97.9640115,30.3106304,NULL,949,60,Travis County,NULL,8,22,8925,NULL,True,False,False,NULL,False,NULL
9355,CVS - 520 W Slaughter Ln,2018-10-25 22:40:39.310761,2018-11-07 01:56:03.728843,520 W Slaughter Ln,78748,Austin,TX,47,-97.7985176,30.1728043,NULL,2429,60,Travis County,NULL,8,22,3881,NULL,True,False,False,NULL,False,NULL
9347,CVS - S Bell Blvd,2018-10-25 22:40:35.171619,2018-11-07 02:25:14.460667,851 S Bell Blvd,78613,Cedar Park,TX,47,-97.8176681,30.5009283,NULL,702,60,Williamson County,NULL,8,22,8384,NULL,True,False,False,NULL,False,NULL
9356,CVS - 3500 W Slaughter Ln,2018-10-25 22:40:39.851056,2018-11-07 02:13:52.512774,3500 W Slaughter Ln,78749,Austin,TX,47,-97.8499844,30.1843006,NULL,924,60,Travis County,NULL,8,22,8387,NULL,True,False,False,NULL,False,NULL
9358,CVS - Wells Branch Pkwy,2018-10-25 22:40:40.865503,2018-11-07 02:11:22.123982,1605 Wells Branch Pkwy,78660,Pflugerville,TX,47,-97.6259524,30.4238951,NULL,671,60,Travis County,NULL,7,22,10263,NULL,True,False,False,NULL,False,NULL
9361,CVS - Wyoming Springs,2018-10-25 22:40:42.25322,2018-11-07 01:54:18.654245,7001 Wyoming Springs,78681,Round Rock,TX,47,-97.7167887,30.5074435,NULL,676,60,Williamson County,NULL,8,21,2368,NULL,True,False,False,NULL,False,NULL
3344,Target - McKinney,2017-12-20 05:11:43.67843,2019-03-03 01:12:30.597907,2025 N Central Expy,75071,Mckinney,TX,3,-96.6387464,33.2204775,NULL,2920,27,Collin County,NULL,8,23,2335,NULL,True,False,False,NULL,False,NULL
9592,Redner's - Hamburg Warehouse Market,2018-11-14 18:59:52.47189,2019-01-10 03:57:43.49011,500 Hawk Ridge Road,19526,Hamburg,PA,250,-75.9758958,40.5436961,NULL,2864,84,Berks County,NULL,0,24,16,NULL,True,False,False,NULL,False,NULL
9597,Redner's - Kenhorst Warehouse Market,2018-11-14 19:04:10.359473,2019-01-10 03:58:22.158448,300 Kenhorst Plaza,19607,Reading,PA,250,-75.9494085,40.299294,NULL,2866,84,Berks County,NULL,0,24,89,NULL,True,False,False,NULL,False,NULL
2956,Lidl - Woodruff Rd.,2017-10-30 16:47:14.017759,2018-11-20 15:43:06.44679,1866 Woodruff Rd,29607,Greenville,SC,28,-82.266349499999989802745403721928596497,34.819707700000002148499333998188376427,NULL,2790,25,Greenville County,NULL,8,22,1141,NULL,True,False,False,NULL,False,NULL
9529,Lucky's Market - Springfield,2018-11-05 17:20:27.524135,2018-11-15 05:19:19.755961,3333 S Glenstone Avenue Unit 140,65804,Springfield,MO,155,-93.2637847,37.1529963,NULL,1673,82,Greene County,NULL,7,22,37,NULL,True,False,False,NULL,False,NULL
9514,Lucky's - Winter Park,2018-11-05 17:20:27.524135,2018-11-15 06:11:34.028623,7580 University Blvd,32792,Orlando,FL,9,-81.2852845,28.596169,NULL,117,82,Orange County,NULL,7,22,45,NULL,True,False,False,NULL,False,NULL
9506,Lucky's - Plantation,2018-11-05 17:20:27.524135,2018-11-15 06:46:53.620915,7720 Peters Road,33324,Plantation,FL,8,-80.2521656,26.1046306,NULL,215,82,Broward County,NULL,7,22,19,NULL,True,False,False,NULL,False,NULL
9573,Redner's - Warrington Warehouse Market,2018-11-14 18:33:14.90752,2018-11-16 14:38:58.462969,1661 Easton Road,18976,Warrington,PA,124,-75.1292095,40.2681501,NULL,1614,84,Bucks County,2018-11-16 14:38:58.462939,NULL,NULL,11,NULL,False,NULL,False,NULL,False,NULL
9025,Shaw's - Plymouth,2018-10-17 06:35:31.948873,2019-01-31 01:57:53.211579,20 Pilgrim Hill Rd.,02360,Plymouth,MA,125,-70.685901,41.9499179,NULL,2795,79,Plymouth County,NULL,6,22,3401,NULL,False,False,False,NULL,False,NULL
8311,Meijer - Grape Road,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,5020 Grape Road,46545,Mishawaka,IN,86,-86.185695499999994240170053672045469284,41.706592600000000459203874925151467323,NULL,1090,73,St. Joseph County,NULL,0,24,121,NULL,False,True,False,NULL,False,NULL
8317,Meijer - Anderson,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,6610 Scatterfield Road,46013,Anderson,IN,165,-85.6519125,40.0489687,NULL,1881,73,Madison County,NULL,0,24,136,NULL,False,True,False,NULL,False,NULL
9337,CVS - E Palm Valley Blvd,2018-10-25 22:40:30.254535,2019-01-13 23:39:09.872019,2001 E Palm Valley Blvd,78665,Round Rock,TX,47,-97.6545531,30.5178744,NULL,940,60,Williamson County,NULL,8,22,116,NULL,True,False,False,NULL,False,NULL
9571,Redner's - Dundalk Warehouse Market,2018-11-14 18:25:59.307761,2019-01-10 04:10:26.602517,7938 Eastern Ave,21224,Baltimore,MD,123,-76.5082104,39.2987431,NULL,2562,84,Baltimore County,NULL,6,22,96,NULL,True,False,False,NULL,False,NULL
9575,Redner's - Levittown Warehouse Market,2018-11-14 18:34:42.847418,2019-01-10 04:23:47.590056,1361 Lincoln Highway,19056,Levittown,PA,124,-74.8927711,40.1684071,NULL,1613,84,Bucks County,NULL,0,24,99,NULL,True,False,False,NULL,False,NULL
9583,Redner's - Whitehall Warehouse Market,2018-11-14 18:46:09.840098,2019-01-10 04:34:30.549581,2180 MacArthur Rd,18052,Whitehall,PA,217,-75.4908209,40.6368013,NULL,2869,84,Lehigh County,NULL,0,24,14,NULL,True,False,False,NULL,False,NULL
9846,Kroger - Grafton,2019-01-02 15:11:52.101129,2019-01-17 05:04:32.762153,6500-C George Washington Memorial Hwy,23692,Grafton,VA,110,-76.4724841,37.1729371,NULL,1424,2,York County,NULL,6,24,573,NULL,True,False,False,NULL,False,NULL
12000,CVS - Berkshire Valley Rd,2019-01-18 19:58:05.996786,2019-02-07 04:01:21.829251,5740 Berkshire Valley Rd,07438,Oak Ridge,NJ,203,-74.5048542,41.0367225,NULL,2714,60,Morris County,NULL,8,22,4771,NULL,True,False,False,NULL,False,NULL
9589,Redner's - Palmyra Warehouse Market,2018-11-14 18:55:37.731684,2019-01-21 16:59:19.884751,110 North Side Commons,17078,Palmyra,PA,231,-76.5903996,40.2832208,NULL,2871,84,Lebanon County,NULL,0,24,60,NULL,True,False,False,NULL,False,NULL
9477,New York Butcher Shoppe - Augusta,2018-10-29 22:13:37.327061,2018-12-06 04:52:00.539598,465 Highland Ave,30909,Augusta,GA,183,-82.0301319,33.4844323,NULL,1949,80,Richmond County,NULL,10,19,909,NULL,True,False,False,NULL,False,NULL
9164,Harris Teeter - Marketplace at Harbour View - Permanently Closed,2018-10-25 18:57:54.700984,2019-02-18 17:43:35.882325,"7386 Harbour Towne Pkwy, Suite 21",23435,Suffolk,VA,110,-76.4362634,36.8754796,NULL,1429,6,,NULL,0,24,241,NULL,False,False,False,NULL,False,NULL
9481,New York Butcher Shoppe - Augusta St,2018-10-29 22:26:36.483876,2018-12-06 04:59:23.665214,2222 Augusta St,29605,Greenville,SC,28,-82.3923478,34.8232528,NULL,369,80,Greenville County,NULL,10,19,605,NULL,True,False,False,NULL,False,NULL
9026,Shaw's - Cedarville,2018-10-17 06:35:32.434793,2018-12-06 03:46:08.229649,2260 State Rd.,02360,Plymouth,MA,125,-70.5503932,41.8209565,NULL,2795,79,Plymouth County,NULL,7,22,2585,NULL,True,False,False,NULL,False,NULL
9848,Joe V's - Bellfort,2019-01-04 20:48:25.306292,2019-01-29 04:06:11.197361,7755 W Bellfort Blvd,77071,Houston,TX,46,-95.5131284,29.6551789,NULL,1857,75,Harris County,NULL,7,22,667,NULL,True,False,False,NULL,False,NULL
9847,Joe V's - Pasadena,2019-01-04 20:47:18.51624,2019-01-29 04:07:17.132263,4203 Red Bluff Rd,77503,Pasadena,TX,46,-95.1469665,29.6803606,NULL,650,75,Harris County,NULL,7,22,753,NULL,True,False,False,NULL,False,NULL
9024,Shaw's - Peabody,2018-10-17 06:35:31.440656,2018-12-06 03:35:45.468229,114-128 Essex Center Dr.,01960,Peabody,MA,125,-70.9490461,42.5394824,NULL,1733,79,Essex County,NULL,7,23,2478,NULL,True,False,False,NULL,False,NULL
9027,Shaw's- Randolph,2018-10-17 06:35:32.900405,2018-12-06 03:47:32.318366,121 Memorial Pkwy,02368,Randolph,MA,125,-71.0455334,42.1638211,NULL,1727,79,Norfolk County,NULL,7,23,1416,NULL,True,False,False,NULL,False,NULL
9022,Shaw's - Melrose,2018-10-17 06:35:30.359231,2018-12-06 03:48:59.169627,34 Essex St.,02176,Melrose,MA,125,-71.0660265,42.4562287,NULL,2794,79,Middlesex County,NULL,7,23,3507,NULL,True,False,False,NULL,False,NULL
542,Fry's Food - Avondale Plaza,2015-10-01 20:38:34.919893,2019-03-19 23:09:06.010847,10675 W Indian School Rd,85392,Avondale,AZ,12,-112.288460000000000604813976678997278214,33.493659999999998433395376196131110191,NULL,2887,4,Maricopa County,NULL,NULL,NULL,66,NULL,True,NULL,False,NULL,False,NULL
3000,Harris Teeter - Market St,2017-11-14 21:29:58.261248,2018-12-10 17:31:20.027974,4640 W Market St,27407,Greensboro,NC,58,-79.867134699999994040808815043419599533,36.07171000000000304908098769374191761,NULL,900,6,Guilford County,NULL,0,24,246,NULL,True,False,False,NULL,False,NULL
7221,Ralphs - PB Marketplace,2018-08-22 20:34:28.435096,2018-10-30 02:29:13.830278,4315 Mission Blvd,92109,San Diego,CA,274,-117.2541184,32.7942587,NULL,2750,62,San Diego County,NULL,6,24,207,NULL,True,False,False,NULL,False,NULL
2831,Kroger - Independence Square,2017-08-28 19:35:32.302241,2018-12-12 03:52:05.903685,595 Hillsboro Rd Ste 305,37064,Franklin,TN,2,-86.879593499999998584826244041323661804,35.932535500000000183717929758131504059,NULL,2812,2,Williamson County,NULL,0,24,576,NULL,True,False,False,NULL,False,NULL
15955,Brothers Marketplace - Weston,2019-06-14 15:18:25.761466,2019-06-14 15:24:46.092777,41 Center St,02493,MA,Weston,125,-71.3006466,42.3665982,NULL,1736,49,NULL,NULL,NULL,NULL,402,NULL,True,False,False,NULL,False,NULL
9554,CVS - W Pflugerville Pkwy,2018-11-08 16:48:18.848871,2018-11-08 16:50:44.452042,1301 W Pflugerville Pkwy,78660,Pflugerville,TX,47,-97.6419997,30.471792,NULL,703,60,Travis County,NULL,8,22,7735,NULL,True,False,False,NULL,False,NULL
543,Fry's Food - Maryvale Village,2015-10-01 20:43:27.302896,2019-03-19 23:09:06.010847,8325 W Indian School Rd,85037,Phoenix,AZ,12,-112.238377999999997314262145664542913437,33.494280000000003383320290595293045044,NULL,157,4,Maricopa County,NULL,NULL,NULL,619,NULL,True,NULL,False,NULL,False,NULL
4984,Kroger - Arlington,2018-04-18 22:32:41.294426,2019-03-19 23:09:06.010847,11635 Highway 70,38002,Arlington,TN,51,-89.6739061,35.2928955,NULL,2784,2,Shelby County,NULL,NULL,NULL,463,NULL,True,False,False,NULL,False,NULL
3713,Rouses Market - E. Milton Avenue,2018-01-23 16:56:15.077402,2018-11-10 03:07:35.565451,2900 E. Milton Ave.,70592,Youngsville,LA,117,-92.014612,30.107867,NULL,1632,28,Lafayette Parish,NULL,7,22,23,NULL,True,False,False,NULL,False,NULL
11697,CVS - New York Ave,2019-01-17 19:02:40.636976,2019-02-07 04:01:15.732545,63 New York Ave,11743,Huntington,NY,209,-73.4216123,40.8801199,NULL,2584,60,Suffolk County,NULL,8,22,11,NULL,True,False,False,NULL,False,NULL
8336,Meijer - Hilliard-Rome Road,2018-09-26 16:22:11.550297,2019-02-18 20:07:56.692254,1661 Hilliard-Rome Road,43228,Columbus,OH,68,-83.154349900000013917633623350411653519,39.984012700000000961608748184517025948,NULL,919,73,Franklin County,NULL,0,24,104,NULL,False,True,False,NULL,False,NULL
13894,Target - University of Texas - Launch Pending,2019-02-07 18:42:14.023869,2019-02-18 22:00:17.625876,2021 Guadalupe St,78705,Austin,TX,47,-97.7417518,30.2832126,NULL,677,27,Travis County,NULL,NULL,NULL,17713,NULL,False,False,False,NULL,False,NULL
14065,CVS - 2313 W University Dr,2019-02-11 19:06:42.859165,2019-03-03 01:12:43.651179,2313 W University Dr,75071,McKinney,TX,3,-96.6448545,33.2161832,NULL,2920,60,Collin County,NULL,8,22,5952,NULL,True,False,False,NULL,False,NULL
14036,CVS - W Wheatland Rd,2019-02-11 19:06:27.772651,2019-02-21 04:03:51.07821,2420 W Wheatland Rd,75237,Dallas,TX,3,-96.8582601,32.6471472,NULL,705,60,Dallas County,NULL,8,22,296,NULL,True,False,False,NULL,False,NULL
14037,CVS - 8995 Stacy Rd,2019-02-11 19:06:28.311687,2019-02-21 04:03:51.095552,8995 Stacy Rd,75070,McKinney,TX,3,-96.7324232,33.1515059,NULL,270,60,Collin County,NULL,8,22,334,NULL,True,False,False,NULL,False,NULL
3563,Winn-Dixie - North Nob Hill Road,2017-12-21 22:39:23.023128,2018-01-02 20:40:55.794494,901 NORTH NOB HILL ROAD,33324,Plantation,FL,8,-80.2888769,26.1347652,NULL,1279,26,Broward County,2018-01-02 20:40:55.794462,NULL,NULL,757,NULL,False,NULL,False,NULL,False,NULL
13992,CVS - N Fielder Rd,2019-02-11 16:41:23.500706,2019-03-03 05:43:50.762837,506 N Fielder Rd,76012,Arlington,TX,48,-97.1336254,32.7515205,NULL,694,60,Tarrant County,NULL,8,21,6975,NULL,True,False,False,NULL,False,NULL
1858,HEB at Nacogdoches and Thousand Oaks,2016-10-03 19:28:31.204849,2016-10-07 15:04:52.93954,12018 Perrin Beitel Rd,78217,San Antonio,TX,40,-98.407208900000000539876054972410202026,29.549050399999998717248672619462013245,NULL,634,8,Bexar County,2016-10-07 15:05:16.734031,7,24,568,NULL,True,NULL,False,NULL,False,NULL
2199,Publix - Newberry Square,2017-03-26 02:55:22.354936,2019-04-29 17:08:09.3039,1200 NW 76th Blvd,32606,Gainesville,FL,38,-82.425047899999995593134372029453516006,29.662417599999990613923728233203291893,NULL,965,1,Alachua County,NULL,7,22,306,NULL,True,False,False,NULL,False,NULL
3215,Target - Deerfield Beach W,2017-12-19 15:05:36.710273,2018-12-18 03:51:09.379585,3599 W Hillsboro Blvd,33442,Deerfield Beach,FL,8,-80.1512194,26.3199826,NULL,2840,27,Broward County,NULL,8,23,2092,NULL,True,False,False,NULL,True,NULL
6191,Safeway - Mountainview Marketplace,2018-06-14 17:06:23.15895,2018-07-25 15:36:17.748054,3131 E Thunderbird Rd,85032,Phoenix,AZ,12,-112.0147546,33.6102199,NULL,166,17,Maricopa County,2018-07-25 15:36:17.748026,5,24,1202,NULL,False,False,False,NULL,False,NULL
8288,Meijer - Sawmill Rd.,2018-09-26 16:22:11.550297,2018-10-31 16:43:17.775683,6175 Sawmill Road,43017,Dublin,OH,68,-83.094182799999998678686097264289855957,40.092565000000000452473614132031798363,NULL,920,73,Franklin County,NULL,0,24,58,NULL,False,True,False,NULL,False,NULL
